valve_size,motor_disp,number_of_motors,number_of_valves,error_rms,flow_max,flow_rms,motor_cost,valve_cost,total_cost
2,4.93,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,12,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,16,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,28.1,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,45.6,1,2,NaN,NaN,NaN,NaN,NaN,NaN
2,4.93,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,12,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,16,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,28.1,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,45.6,1,3,NaN,NaN,NaN,NaN,NaN,NaN
2,4.93,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,12,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,16,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,28.1,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,45.6,1,4,NaN,NaN,NaN,NaN,NaN,NaN
2,4.93,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2,12,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2,16,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,2,1,0.0463850303285004,368.253927295684,162.749161082733,4.0916,4.375,8.4666
2,28.1,2,1,0.0292775666747198,368.15990725008,186.414619763596,4.1124,4.375,8.4874
2,45.6,2,1,0.0410139662940088,311.915247498792,136.9326127204,4.1824,4.375,8.5574
2,4.93,2,2,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,2,2,NaN,NaN,NaN,NaN,NaN,NaN
2,12,2,2,NaN,NaN,NaN,NaN,NaN,NaN
2,16,2,2,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,2,2,0.0177721951100335,734.880208743725,274.737167216906,4.0916,8.75,12.8416
2,28.1,2,2,0.0167578864783927,736.089424352684,288.883013924534,4.1124,8.75,12.8624
2,45.6,2,2,0.0246842314733937,490.681453953765,215.784033615762,4.1824,8.75,12.9324
2,4.93,2,3,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,2,3,NaN,NaN,NaN,NaN,NaN,NaN
2,12,2,3,NaN,NaN,NaN,NaN,NaN,NaN
2,16,2,3,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,2,3,0.0095304095537343,739.648700864775,263.538763421349,4.0916,13.125,17.2166
2,28.1,2,3,0.0145330450678037,863.427851363515,298.653687006488,4.1124,13.125,17.2374
2,45.6,2,3,0.0225975243374307,574.609603366385,212.669317556388,4.1824,13.125,17.3074
2,4.93,2,4,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,2,4,NaN,NaN,NaN,NaN,NaN,NaN
2,12,2,4,NaN,NaN,NaN,NaN,NaN,NaN
2,16,2,4,NaN,NaN,NaN,NaN,NaN,NaN
2,22.9,2,4,0.00851836069980265,739.670891247376,263.008717162416,4.0916,17.5,21.5916
2,28.1,2,4,0.0144386519032527,863.954030197182,298.359829285044,4.1124,17.5,21.6124
2,45.6,2,4,0.0226594195159542,584.393548860155,212.853590640988,4.1824,17.5,21.6824
2,4.93,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,3,1,12.7076180936038,236.956556505914,131.022158951559,6.0618,4.375,10.4368
2,12,3,1,12.1469301182235,242.669780177397,141.515554499668,6.072,4.375,10.447
2,16,3,1,0.021501880615835,368.033359248831,168.238152034012,6.096,4.375,10.471
2,22.9,3,1,0.029393652193534,305.653167584485,127.094344991984,6.1374,4.375,10.5124
2,28.1,3,1,0.0394891053947781,297.892612062946,133.583898863615,6.1686,4.375,10.5436
2,45.6,3,1,0.18273087824826,284.177299928555,131.330652910674,6.2736,4.375,10.6486
2,4.93,3,2,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,3,2,7.28330933352309,270.474394347,172.207381941832,6.0618,8.75,14.8118
2,12,3,2,4.43126899922139,292.47918331914,195.371830735976,6.072,8.75,14.822
2,16,3,2,0.0125687879146294,733.501586829757,239.154870736176,6.096,8.75,14.846
2,22.9,3,2,0.0197004790666946,471.327121163326,213.337796535612,6.1374,8.75,14.8874
2,28.1,3,2,0.0209526786863131,463.702262367402,163.807790224699,6.1686,8.75,14.9186
2,45.6,3,2,0.0901701679455854,567.655338703565,237.164351725277,6.2736,8.75,15.0236
2,4.93,3,3,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,3,3,4.15784219971988,309.448270009796,203.808768262154,6.0618,13.125,19.1868
2,12,3,3,0.708108793534525,390.495336954283,272.777399488711,6.072,13.125,19.197
2,16,3,3,0.0119686298623375,763.132115636448,239.151008898218,6.096,13.125,19.221
2,22.9,3,3,0.0198769597707171,519.207800098015,215.459722171612,6.1374,13.125,19.2624
2,28.1,3,3,0.0206684484914844,527.821684894798,160.951505982114,6.1686,13.125,19.2936
2,45.6,3,3,0.0313400426060664,771.269687858222,248.437179454071,6.2736,13.125,19.3986
2,4.93,3,4,NaN,NaN,NaN,NaN,NaN,NaN
2,10.3,3,4,1.16979531359797,374.303319805782,238.849437736158,6.0618,17.5,23.5618
2,12,3,4,0.161879000337296,508.854236080975,329.832235051495,6.072,17.5,23.572
2,16,3,4,0.0119701051105646,763.132198625741,239.175647666665,6.096,17.5,23.596
2,22.9,3,4,0.0198757782721484,519.206624522732,215.443765283727,6.1374,17.5,23.6374
2,28.1,3,4,0.020670394323387,527.820984778764,160.951035151166,6.1686,17.5,23.6686
2,45.6,3,4,0.0164352304477119,834.11373602454,190.946557658862,6.2736,17.5,23.7736
2,4.93,4,1,4.47220199107863,154.405748198658,41.5221254626098,8.03944,4.375,12.41444
2,10.3,4,1,4.69114116495901,229.009483818303,151.17716263944,8.0824,4.375,12.4574
2,12,4,1,2.85957118569254,233.455125327956,152.874706243979,8.096,4.375,12.471
2,16,4,1,0.0238369700230388,297.279221860457,112.860946618704,8.128,4.375,12.503
2,22.9,4,1,0.0543808053397739,286.685803398137,120.584803728466,8.1832,4.375,12.5582
2,28.1,4,1,0.122615681142327,281.998671690658,112.30777848076,8.2248,4.375,12.5998
2,45.6,4,1,0.239481310354229,273.887835709261,150.075214815247,8.3648,4.375,12.7398
2,4.93,4,2,4.95233753314985,154.405748198665,45.6417425446451,8.03944,8.75,16.78944
2,10.3,4,2,0.279295820486292,369.110728874433,239.801463569813,8.0824,8.75,16.8324
2,12,4,2,0.239384526680454,393.742861890544,241.806440275497,8.096,8.75,16.846
2,16,4,2,0.0207789066626745,464.109075834789,191.518539875569,8.128,8.75,16.878
2,22.9,4,2,0.0116856185980552,514.836123340917,128.254720320578,8.1832,8.75,16.9332
2,28.1,4,2,0.0430744607594668,563.44956825986,180.932182564125,8.2248,8.75,16.9748
2,45.6,4,2,0.14907497180026,547.307454793263,290.615954453351,8.3648,8.75,17.1148
2,4.93,4,3,5.57731445051772,154.405748198661,48.1097907192376,8.03944,13.125,21.16444
2,10.3,4,3,0.0315003060014008,548.266607651929,296.460623360031,8.0824,13.125,21.2074
2,12,4,3,0.0287366617296772,586.586892534067,289.012937175546,8.096,13.125,21.221
2,16,4,3,0.0226572477551069,572.152718573253,208.538902631941,8.128,13.125,21.253
2,22.9,4,3,0.0093794439766964,562.56619905906,124.526931373964,8.1832,13.125,21.3082
2,28.1,4,3,0.0113590940006783,684.212673818685,123.760069479536,8.2248,13.125,21.3498
2,45.6,4,3,0.0778124256040465,820.679155612798,394.663115751965,8.3648,13.125,21.4898
2,4.93,4,4,5.74600269566586,154.405748198662,48.5381963388366,8.03944,17.5,25.53944
